license	modified	collectionID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	occurrenceID	catalogNumber	recordNumber	recordedBy	occurrenceStatus	preparations	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	eventDate	startDayOfYear	year	month	day	verbatimEventDate	fieldNotes	higherGeography	countryCode	stateProvince	locality	verbatimElevation	decimalLatitude	decimalLongitude	verbatimCoordinateSystem	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	nomenclaturalCode
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366741	E00366741	6803	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380745		1989-06-18T00:00:00	169	1989	6	18	1989-06-18		West Asia and Egypt	AM		Nearest settlement: Gegard. Ravine above village	6803 M	40.116667	44.8	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-03-27T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364827	E00364827		Grigorian, M.	PRESENT	herbarium specimen of unspecified type			BGBASE:377042		1961-05-05T00:00:00	125	1961	5	5	1961-05-05		West Asia and Egypt	AM	Syunik'	Kapan region				degrees minutes seconds	Vicia hybrida L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	hybrida		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-13T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364712	E00364712	6893	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376888		1989-06-22T00:00:00	173	1989	6	22	1989-06-22		West Asia and Egypt	AM	Vayots' Dzor	Dzhermuk, banks opposite Dzhermuk airport	2060 M	39.816667	45.716667	degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2014-06-11T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366440	E00366440			PRESENT	herbarium specimen of unspecified type			BGBASE:380450		1967-07-09T00:00:00	190	1967	7	9	1967-07-09		West Asia and Egypt	AM						degrees minutes seconds	Vicia canescens subsp. canescens	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	canescens	canescens	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-04-17T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366131	E00366131		[Illegible]	PRESENT	herbarium specimen of unspecified type			BGBASE:379734		1962-08-02T00:00:00	214	1962	8	2	1962-08-02		West Asia and Egypt	AM		[illegible]	730 M			degrees minutes seconds	Vicia lathyroides L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	lathyroides		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366740	E00366740	6813	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380744		1989-06-18T00:00:00	169	1989	6	18	1989-06-18		West Asia and Egypt	AM		Nearest settlement: Garni. Southern edge of town	1370 M	40.133333	44.7	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-04-30T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366519	E00366519		Voikova, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:380525		1958-07-19T00:00:00	200	1958	7	19	1958-07-19		West Asia and Egypt	GE		Great Caucasus. Kazbek				degrees minutes seconds	Vicia alpestris Steven	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	alpestris		SPECIES	ICBN
CC_BY_NC_4_0	2014-06-05T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364816	E00364816		De Bongard, Henri Gustavus	PRESENT	herbarium specimen of unspecified type			BGBASE:377031		1826-01-01T00:00:00	182	1826			1826		West Asia and Egypt	GE	T'bilisi	Tiflis				degrees minutes seconds	Vicia hybrida L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	hybrida		SPECIES	ICBN
CC_BY_NC_4_0	2014-02-25T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364752	E00364752			PRESENT	herbarium specimen of unspecified type			BGBASE:376930		1978-08-07T00:00:00	219	1978	8	7	1978-08-07		West Asia and Egypt	AM			2200 M			degrees minutes seconds	Vicia balansae Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	balansae		SPECIES	ICBN
CC_BY_NC_4_0	2014-02-20T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364751	E00364751		Busch, N.A. & Busch E.A.	PRESENT	herbarium specimen of unspecified type			BGBASE:376929		1933-08-28T00:00:00	240	1933	8	28	1933-08-28		West Asia and Egypt	GE		left side of the upper Ermanskogo gorge				degrees minutes seconds	Vicia balansae Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	balansae		SPECIES	ICBN
CC_BY_NC_4_0	2013-11-14T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366855	E00366855		Kemularia-Nathadze, L.M.	PRESENT	photograph of unspecified type (including photocopy)			BGBASE:381040		1926-06-10T00:00:00	161	1926	6	10	1926-06-10		West Asia and Egypt	GE	K'ut'aisi	Kutais: Senio-Godogani, in paludosis				degrees minutes seconds	Vicia villosa var. villosa	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	villosa	villosa	VARIETY	ICBN
CC_BY_NC_4_0	2013-11-19T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370193	E00370193		S.Fedossejew	PRESENT	herbarium specimen of unspecified type			BGBASE:382129			166				June 1900		West Asia and Egypt	GE		Elisabethpol province, Dchuscha district, close to Chan-Kendy				degrees minutes seconds	Lens esculenta Moench	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	esculenta		SPECIES	ICBN
CC_BY_NC_4_0	2012-11-27T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366530	E00366530		Calvert, H.H. & Zohrab, J.	PRESENT	herbarium specimen of unspecified type			BGBASE:379223			135				May 1867		West Asia and Egypt	AM						degrees minutes seconds	Vicia alpestris Steven	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	alpestris		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366739	E00366739	6844	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380743		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM		Nearest settlement: Shurnookh. Behind the 29/33 km sign on Goris to Kafan road	1550 M	39.366667	46.4	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-02-20T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366407	E00366407		Kozlowsky, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:380416		1916-08-23T00:00:00	236	1916	8	23	1916-08-23		West Asia and Egypt	GE		Transcaucasia, Georgia, in Schugliat-Ubani mountains village of Bakuriani.				degrees minutes seconds	Vicia cassubica L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cassubica		SPECIES	ICBN
CC_BY_NC_4_0	2009-09-17T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00294955	E00294955	7624	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:327099		1989-08-13T00:00:00	225	1989	8	13	1989-08-13		West Asia and Egypt	AM		Nearest Settlement, Idhevan, 10 kms further up pass from Idhevan.	1100 M	40.883333	45.216667	degrees minutes seconds	Vicia crocea (Desf.) B.Fedsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	crocea		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-13T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364758	E00364758	6780	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376941		1989-06-16T00:00:00	167	1989	6	16	1989-06-16		West Asia and Egypt	AM	Tavush	Dilizhan, 10 kms from Dilizhan on Yerevan road	1990 M	40.683333	44.883333	degrees minutes seconds	Vicia balansae Boiss.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	balansae		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366034	E00366034	6929	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377564		1989-06-24T00:00:00	175	1989	6	24	1989-06-24		West Asia and Egypt	AM		Nearest settlement: Sevan. 91km from Yerevan on Sevan road	1850 M	40.566667	44.966667	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-04-29T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366750	E00366750	12969	Greuter, Werner Rodolfo	PRESENT	herbarium specimen of unspecified type			BGBASE:380754		1975-06-17T00:00:00	168	1975	6	17	1975-06-17		West Asia and Egypt	AM	Geghark'unik'	on the north-west shore of lake Sevan	1950-2050 M			degrees minutes seconds	Vicia grossheimii Ekvtim.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	grossheimii		SPECIES	ICBN
CC_BY_NC_4_0	2012-04-16T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366033	E00366033	6776	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377563		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE	Borjomis	10 km North west of Borjomi	740 M	41.95	43.55	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2013-01-09T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366954	E00366954		Schelkovnikov, A.B. & Kara-Murza, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:381463		1929-07-23T00:00:00	204	1929	7	23	1929-07-23		West Asia and Egypt	AM		Pr. pag. Dastun				degrees minutes seconds	Vicia reuteriana Boiss. & Buhse	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	reuteriana		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364895	E00364895	6821	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377222		1989-06-20T00:00:00	171	1989	6	20	1989-06-20		West Asia and Egypt	AM		Nearest settlement: Yehegnadzor. North eastern edge of village	1220 M	39.75	45.366667	degrees minutes seconds	Vicia hyrcanica Fisch. & C.A.Mey.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	hyrcanica		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366284	E00366284		Gabrielian, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:380054		1956-05-26T00:00:00	147	1956	5	26	1956-05-26		West Asia and Egypt	AM	Aragatsotn	Vardenis region, Vara-bulakh				degrees minutes seconds	Vicia peregrina L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	peregrina		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366709	E00366709	6895	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380713		1989-06-22T00:00:00	173	1989	6	22	1989-06-22		West Asia and Egypt	AM		Nearest settlement: Dzhermuk. Banks opposite Dzhermuk airport	2060 M	39.816667	45.716667	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366710	E00366710	6869	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380714		1989-06-21T00:00:00	172	1989	6	21	1989-06-21		West Asia and Egypt	AM		Nearest settlement: Foratan. cornfields at 44/19km sign on Kafan to Goris road	1150 M	39.416667	46.383333	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2013-11-19T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366479	E00366479		O.Polianska	PRESENT	herbarium specimen of unspecified type			BGBASE:380486		1930-05-07T00:00:00	127	1930	5	7	1930-05-07		West Asia and Egypt	AM		NE bank of Lake Sevan.				degrees minutes seconds	Vicia canescens subsp. variegata (Willd.) P.H.Davis	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	canescens	variegata	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370093	E00370093	6777	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:382031		1989-06-15T00:00:00	166	1989	6	15	1989-06-15		West Asia and Egypt	GE		Nearest settlement: Borjomi. 10kms north west of Borjomi	740 M	41.95	43.55	degrees minutes seconds	Vicia tetrasperma (L.) Schreb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	tetrasperma		SPECIES	ICBN
CC_BY_NC_4_0	2013-12-20T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366104	E00366104		Chinthibidze, Leonida S.	PRESENT	herbarium specimen of unspecified type			BGBASE:377681		1967-07-17T00:00:00	198	1967	7	17	1967-07-17		West Asia and Egypt	GE		Thrialethi				degrees minutes seconds	Vicia sativa subsp. cordata (Hoppe) Asch. & Graebn.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	cordata	SUBSPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366661	E00366661	6941	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380664		1989-06-25T00:00:00	176	1989	6	25	1989-06-25		West Asia and Egypt	AM		Nearest settlement: Madina. Northern edge of village	1350 M	40.066667	45.25	degrees minutes seconds	Vicia cracca L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364886	E00364886	6637	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377203		1989-06-10T00:00:00	161	1989	6	10	1989-06-10		West Asia and Egypt	GE		Nearest settlement: Gori. 7km fom Gori on Khashuri road	805 M	42.016667	44.016667	degrees minutes seconds	Vicia ciliatula Lipsky	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	ciliatula		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-18T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366030	E00366030	6646	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:377560		1989-06-10T00:00:00	161	1989	6	10	1989-06-10		West Asia and Egypt	GE		Osiauri, 2 kms before Osiauri on Tbilisi to Khashuri road	720 M	41.016667	43.666667	degrees minutes seconds	Vicia sativa subsp. nigra Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	sativa	nigra	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-03-05T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366518	E00366518		Achverdov, A.	PRESENT	herbarium specimen of unspecified type			BGBASE:380524		1950-07-31T00:00:00	212	1950	7	31	1950-07-31		West Asia and Egypt	AM	Syunik'	Zangezur	2950 M			degrees minutes seconds	Vicia alpestris Steven	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	alpestris		SPECIES	ICBN
CC_BY_NC_4_0	2014-01-15T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364737	E00364737		Hohenacker, Rudolph Friedrich	PRESENT	herbarium specimen of unspecified type			BGBASE:376913		1835-01-01T00:00:00	182	1835			1835		West Asia and Egypt	GE		Georgicae caucasicae				degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2013-12-04T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366748	E00366748		R.Gagnidze & I.Mikeladze	PRESENT	herbarium specimen of unspecified type			BGBASE:380752		1967-08-08T00:00:00	220	1967	8	8	1967-08-08		West Asia and Egypt	GE		Ratscha district. Nakerala pass.				degrees minutes seconds	Vicia grossheimii Ekvtim.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	grossheimii		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366639	E00366639		Arevschatian, B.	PRESENT	herbarium specimen of unspecified type			BGBASE:380644		1978-07-12T00:00:00	193	1978	7	12	1978-07-12		West Asia and Egypt	AM	Shirak	Gukasian region, Kefli				degrees minutes seconds	Vicia cracca L.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366736	E00366736	6994	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380740		1989-06-26T00:00:00	177	1989	6	26	1989-06-26		West Asia and Egypt	AM		Nearest settlement: Tsakhadzor. Top of valley near padernoster lift to hill summit	6994 M	40.533333	44.7	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-03-28T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366394	E00366394		Gabrielian, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:380402		1979-07-04T00:00:00	185	1979	7	4	1979-07-04		West Asia and Egypt	AM	Syunik'	Kapan region, Navs	1700 M			degrees minutes seconds	Vicia crocea (Desf.) B.Fedsch.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	crocea		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-27T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364722	E00364722		Tashanyan, K.	PRESENT	herbarium specimen of unspecified type			BGBASE:376900		1978-07-09T00:00:00	190	1978	7	9	1978-07-09		West Asia and Egypt	AM	Shirak	Amasia region, Arpaliz	2200-2444 M			degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2012-09-14T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364713	E00364713	6797	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:376889		1989-06-18T00:00:00	169	1989	6	18	1989-06-18		West Asia and Egypt	AM	Kotayk'	Gegard, ravine above monestry	1690 M	40.116667	44.816667	degrees minutes seconds	Vicia truncatula Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	truncatula		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-05T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00370070	E00370070		Gabrielian, E.	PRESENT	herbarium specimen of unspecified type			BGBASE:381983		1959-05-27T00:00:00	147	1959	5	27	1959-05-27		West Asia and Egypt	AM	Ararat	Artashat region				degrees minutes seconds	Vicia ervilia (L.) Willd.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	ervilia		SPECIES	ICBN
CC_BY_NC_4_0	2012-10-22T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366742	E00366742	6783	"Maxted; Bisby; Forde; Golubev; Munyenyembe & Yurchikov"	PRESENT	herbarium specimen of unspecified type			BGBASE:380746		1989-06-16T00:00:00	167	1989	6	16	1989-06-16		West Asia and Egypt	AM		Nearest settlement: Dilizhan. 10km from Dilizhan on Yerevan	1990 M	40.683333	44.883333	degrees minutes seconds	Vicia cracca subsp. tenuifolia (Roth) Gaudin	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	cracca	tenuifolia	SUBSPECIES	ICBN
CC_BY_NC_4_0	2014-02-24T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00366749	E00366749	12969	Greuter, Werner Rodolfo	PRESENT	herbarium specimen of unspecified type			BGBASE:380753		1975-07-17T00:00:00	198	1975	7	17	1975-07-17		West Asia and Egypt	AM	Geghark'unik'	Supra oram boreo-occidentalem lacus Sevan	1950-2050 M			degrees minutes seconds	Vicia grossheimii Ekvtim.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	grossheimii		SPECIES	ICBN
CC_BY_NC_4_0	2014-03-27T00:00:00Z	http://biocol.org/urn:lsid:biocol.org:col:15670	E	E	Royal Botanic Garden Edinburgh Herbarium	E	http://data.rbge.org.uk/herb/E00364938	E00364938		Mulkidjanian, Y & Manakian, V.	PRESENT	herbarium specimen of unspecified type			BGBASE:377294		1971-07-07T00:00:00	188	1971	7	7	1971-07-07		West Asia and Egypt	AM	Lorri	Stepanavan region, Pushkino x Stepanavan				degrees minutes seconds	Vicia grandiflora Scop.	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	grandiflora		SPECIES	ICBN
